entry_number,body_type,highway_fuel_economy,horsepower,interior_color,listed_date,listing_color,listing_id,longitude,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
70,SUV / Crossover,25,295,Black,29/07/20,WHITE,277801764,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2018_dodge_durango-pic-6531002876280279183-152x114.jpeg,,Dodge,7 seats,15732,Durango,"295 hp @ 6,400 RPM",27300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT AWD,AWD,All-Wheel Drive,2018,60
71,SUV / Crossover,23,285,Brown (Tan),29/08/20,WHITE,280678802,-73.8317,https://static.cargurus.com/images/forsale/2020/09/01/20/20/2018_jeep_wrangler_unlimited-pic-4864895682321159510-152x114.jpeg,,Jeep,5 seats,24057,Wrangler Unlimited,"270 hp @ 5,250 RPM",39000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2018,48
72,Sedan,,208,Black,06/08/20,WHITE,278527409,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/18/14/2017_mercedes-benz_cla-class-pic-6624767092706951625-152x114.jpeg,,Mercedes-Benz,5 seats,17935,CLA-Class,"208 hp @ 5,500 RPM",23000,Eastchester Chrysler Jeep Dodge Ram,A,7-Speed Automatic,CLA 250 4MATIC,AWD,All-Wheel Drive,2017,20
73,SUV / Crossover,,170,Jet Black,10/06/20,GRAY,273657848,-73.2587,https://cdn.inventoryrsc.com/96914252_5f57fef94f23e50413596300.jpg?cargurus_image_modified_date=275F3DC46174C02BBC335AA0CAA26664,,Chevrolet,5 seats,15289,Equinox,"170 hp @ 5,600 RPM",20879,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1.5T LT AWD,4WD,Four-Wheel Drive,2020,45
74,SUV / Crossover,,182,Jet Black,24/06/20,BLACK,274895860,-73.2587,https://static.cargurus.com/images/forsale/2020/08/05/01/35/2016_chevrolet_equinox-pic-6158791804526195442-152x114.jpeg,,Chevrolet,5 seats,35363,Equinox,"182 hp @ 6,700 RPM",13823,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT FWD,FWD,Front-Wheel Drive,2016,61
75,SUV / Crossover,,246,White (Cloud),23/01/20,BLACK,263868328,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-4633674358197342799-152x114.jpeg,,Land Rover,5 seats,9,Range Rover Evoque,"246 hp @ 5,500 RPM",56885,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,43
76,Sedan,30,300,Black,20/08/20,RED,279826477,-73.8317,https://d28oohqmlmgnr6.cloudfront.net/71/68/fa/78-6874-469e-9518-98c91e572474/image-1.jpg,,Dodge,5 seats,13317,Charger,"300 hp @ 6,350 RPM",26500,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT RWD,RWD,Rear-Wheel Drive,2019,80
77,SUV / Crossover,,246,Blue (Light Oyster/Ebony),01/07/20,BLUE,275458772,-66.0785,https://static.cargurus.com/images/forsale/2020/07/19/01/27/2020_land_rover_discovery_sport-pic-6065326744295255078-152x114.jpeg,,Land Rover,7 seats,13,Discovery Sport,"246 hp @ 5,500 RPM",56635,Land Rover San Juan,A,9-Speed Automatic Overdrive,SE R-Dynamic AWD,AWD,All-Wheel Drive,2020,19
78,SUV / Crossover,,182,Jet Black,17/06/20,BLACK,274255048,-73.2587,https://static.cargurus.com/images/forsale/2020/08/29/20/47/2015_chevrolet_equinox-pic-2570255332868451459-152x114.jpeg,,Chevrolet,5 seats,61421,Equinox,"301 hp @ 6,500 RPM",12979,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1LT AWD,AWD,All-Wheel Drive,2015,34
79,SUV / Crossover,26,172,Dark Slate Gray,16/08/20,WHITE,279531620,-73.2587,https://static.cargurus.com/images/forsale/2020/08/28/12/21/2016_jeep_compass-pic-8778228317077736845-152x114.jpeg,,Jeep,5 seats,53743,Compass,"172 hp @ 6,000 RPM",13959,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,High Altitude Edition 4WD,4WD,Four-Wheel Drive,2016,64
80,SUV / Crossover,,246,White (Cloud),21/10/19,BLACK,255748408,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-4921820303412393033-152x114.jpeg,,Land Rover,5 seats,62,Range Rover Evoque,"246 hp @ 5,500 RPM",76799,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,78
81,Sedan,,186,Black,20/06/19,GRAY,244110417,-66.1582,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-2527906968295894598-152x114.jpeg,,Mazda,5 seats,21,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,37
82,Pickup Truck,22,355,Jet Black,12/08/20,WHITE,279129183,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/07/27/2018_chevrolet_silverado_1500-pic-9013141169309034758-152x114.jpeg,,Chevrolet,6 seats,12916,Silverado 1500,"355 hp @ 5,600 RPM",34224,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2018,79
83,SUV / Crossover,20,285,Black,18/08/20,WHITE,279565009,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2012_jeep_wrangler_unlimited-pic-5398424201888374158-152x114.jpeg,,Jeep,5 seats,95997,Wrangler Unlimited,"285 hp @ 6,400 RPM",23300,Eastchester Chrysler Jeep Dodge Ram,A,5-Speed Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2012,32
84,SUV / Crossover,,246,Black (Ebony),04/11/19,GRAY,257024545,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-3390649764648572002-152x114.jpeg,,Land Rover,5 seats,,Range Rover Evoque,"246 hp @ 5,500 RPM",76799,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,20
85,SUV / Crossover,26,170,Black,03/09/20,RED,281120185,-73.8317,https://static.cargurus.com/images/forsale/2020/09/03/20/52/2011_nissan_rogue-pic-44894569907307238-152x114.jpeg,,Nissan,5 seats,91737,Rogue,"170 hp @ 6,000 RPM",7200,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,S AWD,AWD,All-Wheel Drive,2011,43
86,SUV / Crossover,25,295,Black,23/08/20,SILVER,280122137,-73.8317,https://static.cargurus.com/images/forsale/2020/08/28/06/13/2017_jeep_grand_cherokee-pic-8217256873939140552-152x114.jpeg,,Jeep,5 seats,31273,Grand Cherokee,"295 hp @ 6,400 RPM",23300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2017,64
87,SUV / Crossover,22,281,Black (ebony),20/06/20,BLACK,274545073,-73.8317,https://static.cargurus.com/images/forsale/2020/07/17/04/57/2017_chevrolet_traverse-pic-7166283492867136852-152x114.jpeg,,Chevrolet,8 seats,68281,Traverse,"281 hp @ 6,300 RPM",16700,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,36
88,Sedan,,186,Black,20/06/19,WHITE,244110432,-66.1582,https://static.cargurus.com/images/forsale/2019/03/19/18/19/2019_mazda_mazda3-pic-9197907815749041716-152x114.jpeg,,Mazda,5 seats,20,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,72
89,SUV / Crossover,25,241,Black,05/08/20,BLUE,278438789,-73.8317,https://static.cargurus.com/images/forsale/2020/08/22/22/57/2017_jeep_grand_cherokee-pic-5058380652807991133-152x114.jpeg,,Jeep,5 seats,29191,Grand Cherokee,"360 hp @ 5,150 RPM",25000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,74
90,SUV / Crossover,,246,Black (Ebony),11/01/20,WHITE,262940548,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/20/26/2020_land_rover_range_rover_evoque-pic-4254006288878861387-152x114.jpeg,,Land Rover,5 seats,8,Range Rover Evoque,"246 hp @ 5,500 RPM",57282,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,20
91,Sedan,40,158,Gray,04/06/20,BLUE,273270595,-73.8317,https://static.cargurus.com/images/forsale/2020/07/17/04/57/2017_honda_civic-pic-2366473159185776725-152x114.jpeg,,Honda,5 seats,32894,Civic,"158 hp @ 6,500 RPM",14400,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,LX,FWD,Front-Wheel Drive,2017,63
92,SUV / Crossover,31,180,Sandstorm/Black,16/08/20,BLACK,279531624,-73.2587,https://static.cargurus.com/images/forsale/2020/08/25/12/12/2015_jeep_renegade-pic-8839135868739973170-152x114.jpeg,,Jeep,5 seats,48522,Renegade,"180 hp @ 6,400 RPM",12924,Atlantic Chevrolet Cadillac,M,6-Speed Manual,Latitude 4WD,4WD,Four-Wheel Drive,2015,20
93,Sedan,36,160,Dark Atmosphere/Medium Ash Gray,25/06/20,SILVER,275004296,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/14/57/2018_chevrolet_malibu-pic-2685047469860160478-152x114.jpeg,,Chevrolet,5 seats,61981,Malibu,"160 hp @ 5,700 RPM",14359,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT FWD,FWD,Front-Wheel Drive,2018,28
94,SUV / Crossover,26,295,Black,28/08/20,SILVER,280652001,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/12/17/2017_lexus_rx_350-pic-4651961003253102709-152x114.jpeg,,Lexus,5 seats,24021,RX 350,"295 hp @ 6,300 RPM",34949,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,AWD,AWD,All-Wheel Drive,2017,74
95,SUV / Crossover,28,241,Brown (Beige),21/08/20,BLUE,279891039,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2016_mercedes-benz_glc-class-pic-1701407026833711931-152x114.jpeg,,Mercedes-Benz,5 seats,81807,GLC-Class,"241 hp @ 5,550 RPM",22000,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,GLC 300 4MATIC,AWD,All-Wheel Drive,2016,52
96,SUV / Crossover,,246,Black (Ebony),01/07/20,WHITE,275458783,-66.0785,https://static.cargurus.com/images/forsale/2020/07/18/23/23/2020_land_rover_range_rover_evoque-pic-5728790943803743547-152x114.jpeg,,Land Rover,5 seats,11,Range Rover Evoque,"246 hp @ 5,500 RPM",57535,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,25
97,SUV / Crossover,22,281,Black (Ebony),24/06/20,BLUE,274895861,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/01/59/2017_chevrolet_traverse-pic-4813503504770895483-152x114.jpeg,,Chevrolet,8 seats,58971,Traverse,"281 hp @ 6,300 RPM",18959,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,56
98,SUV / Crossover,,340,White (Eclipse / Ebony / Ebony),01/07/20,WHITE,275458779,-66.0785,https://static.cargurus.com/images/forsale/2020/07/18/23/23/2020_land_rover_range_rover_velar-pic-754062880863279925-152x114.jpeg,,Land Rover,5 seats,11,Range Rover Velar,"340 hp @ 6,500 RPM",77270,Land Rover San Juan,A,8-Speed Automatic Overdrive,P340 R-Dynamic S AWD,AWD,All-Wheel Drive,2020,50
99,Sedan,22,707,Demonic Red/Black,20/08/20,BLACK,279775076,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2018_dodge_charger-pic-1576312232333458586-152x114.jpeg,,Dodge,5 seats,19652,Charger,"707 hp @ 6,200 RPM",57000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,SRT Hellcat RWD,RWD,Rear-Wheel Drive,2018,28
100,SUV / Crossover,,340,Black (Ebony),06/03/20,BLACK,267851179,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery-pic-5183317277987112101-152x114.jpeg,,Land Rover,7 seats,11,Discovery,"340 hp @ 6,500 RPM",77885,Land Rover San Juan,A,8-Speed Automatic Overdrive,V6 HSE Luxury AWD,AWD,All-Wheel Drive,2020,33
101,SUV / Crossover,,170,Jet Black,18/07/20,UNKNOWN,276992510,-73.2587,https://static.cargurus.com/images/forsale/2020/08/19/17/23/2018_chevrolet_equinox-pic-3624468688227105743-152x114.jpeg,,Chevrolet,5 seats,44244,Equinox,,16924,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1.5T LT AWD,4WD,Four-Wheel Drive,2018,61
102,Sedan,,186,Black,20/06/19,BLACK,244110434,-66.1582,https://static.cargurus.com/images/forsale/2019/03/12/18/31/2019_mazda_mazda3-pic-1983099373413421118-152x114.jpeg,,Mazda,5 seats,17,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,20
103,Pickup Truck,22,355,Jet Black,09/07/20,BLUE,276184104,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/16/14/2017_chevrolet_silverado_1500-pic-5245275245585246597-152x114.jpeg,,Chevrolet,6 seats,31041,Silverado 1500,"355 hp @ 5,600 RPM",31841,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2017,26
104,SUV / Crossover,,246,White (Cloud),01/07/20,BLACK,275458788,-66.0785,https://static.cargurus.com/images/forsale/2020/07/19/10/04/2020_land_rover_range_rover_evoque-pic-2968319851914370505-152x114.jpeg,,Land Rover,5 seats,10,Range Rover Evoque,"246 hp @ 5,500 RPM",57535,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,37
105,Sedan,33,185,Black,20/08/20,SILVER,279826467,-73.8317,https://static.cargurus.com/images/forsale/2020/08/27/23/26/2019_kia_optima-pic-4872863299400192213-152x114.jpeg,,Kia,5 seats,28241,Optima,"185 hp @ 6,000 RPM",15500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2019,25
106,SUV / Crossover,22,365,Black,03/09/20,WHITE,281167615,-73.8317,https://static.cargurus.com/images/forsale/2020/09/05/01/05/2016_ford_explorer-pic-7889699946477143525-152x114.jpeg,,Ford,7 seats,53326,Explorer,"365 hp @ 5,500 RPM",25000,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,Sport 4WD,AWD,All-Wheel Drive,2016,77
107,SUV / Crossover,,170,Jet Black,03/08/20,RED,278345327,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_chevrolet_equinox-pic-4026365088387195561-152x114.jpeg,,Chevrolet,5 seats,4742,Equinox,,20439,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1.5T LT FWD,FWD,Front-Wheel Drive,2019,75
108,Sedan,,186,Black,20/06/19,GRAY,244110437,-66.1582,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-2527906968295894598-152x114.jpeg,,Mazda,5 seats,12,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,22
109,SUV / Crossover,21,450,Medium Slate,17/01/20,WHITE,263382385,-73.8317,https://static.cargurus.com/images/forsale/2020/01/16/10/53/2018_lincoln_navigator-pic-6382639275645801526-152x114.jpeg,,Lincoln,8 seats,37415,Navigator,"450 hp @ 5,500 RPM",56200,Eastchester Chrysler Jeep Dodge Ram,A,Automatic,Reserve 4WD,4WD,Four-Wheel Drive,2018,36
110,Wagon,32,175,Slate Black,28/08/20,WHITE,280651996,-73.2587,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2018_subaru_outback-pic-1117708991633797889-152x114.jpeg,,Subaru,5 seats,23175,Outback,"175 hp @ 5,800 RPM",22159,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,2.5i Premium AWD,AWD,All-Wheel Drive,2018,28
111,Sedan,31,300,Red,20/08/20,BLACK,279775078,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/18/37/2015_bmw_4_series-pic-238399439662339206-152x114.jpeg,,BMW,5 seats,81120,4 Series,"300 hp @ 5,800 RPM",18500,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,435i xDrive Gran Coupe AWD,AWD,All-Wheel Drive,2015,53
112,SUV / Crossover,,246,White (Cloud),06/03/20,GRAY,267851177,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-2504520413415475354-152x114.jpeg,,Land Rover,5 seats,7,Range Rover Evoque,"246 hp @ 5,500 RPM",58655,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,40
113,SUV / Crossover,,360,Ruby Red/Black,05/07/20,BLACK,275894459,-73.8317,https://static.cargurus.com/images/forsale/2020/07/17/23/20/2019_jeep_grand_cherokee-pic-7973359230835938950-152x114.jpeg,,Jeep,5 seats,42942,Grand Cherokee,"360 hp @ 5,150 RPM",33700,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Trailhawk 4WD,4WD,Four-Wheel Drive,2019,47
114,SUV / Crossover,,254,White (Ebony/Ebony/Ebony),23/01/20,WHITE,263868322,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery-pic-3053884921579822911-152x114.jpeg,,Land Rover,7 seats,13,Discovery,"254 hp @ 3,750 RPM",80380,Land Rover San Juan,A,8-Speed Automatic Overdrive,Td6 HSE Luxury AWD,AWD,All-Wheel Drive,2020,73
115,SUV / Crossover,22,385,Black,13/07/20,BLACK,276473398,-73.8317,https://static.cargurus.com/images/forsale/2020/07/18/04/43/2018_mercedes-benz_gle-class-pic-5986839950532255829-152x114.jpeg,,Mercedes-Benz,5 seats,21803,GLE-Class,"385 hp @ 5,500 RPM",58200,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,GLE AMG 43 4MATIC Coupe,AWD,All-Wheel Drive,2018,62
116,SUV / Crossover,21,420,Jet Black,24/08/20,BLACK,280196808,-73.2587,https://static.cargurus.com/images/forsale/2020/09/01/07/17/2016_cadillac_escalade-pic-8987276558705337801-152x114.jpeg,,Cadillac,8 seats,45058,Escalade,"420 hp @ 5,600 RPM",43859,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Luxury 4WD,4WD,Four-Wheel Drive,2016,19
117,Sedan,,186,Black,20/06/19,RED,244110441,-66.1582,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-5405522620808938421-152x114.jpeg,,Mazda,5 seats,19,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,53
118,SUV / Crossover,,380,Brown (Vintage Tan / Ebony / Ebony Windsor),27/08/20,BLACK,280451803,-66.0785,https://static.cargurus.com/images/forsale/2019/11/14/20/21/2020_land_rover_range_rover_velar-pic-9143785940133103069-152x114.jpeg,,Land Rover,5 seats,5,Range Rover Velar,"380 hp @ 6,500 RPM",81295,Land Rover San Juan,A,8-Speed Automatic Overdrive,P380 R-Dynamic HSE AWD,AWD,All-Wheel Drive,2020,61
119,SUV / Crossover,,246,White (Cloud/Ebony),15/08/20,WHITE,279398717,-66.0785,https://static.cargurus.com/images/forsale/2020/08/14/23/26/2020_land_rover_range_rover_evoque-pic-3956449492843232716-152x114.jpeg,,Land Rover,5 seats,8,Range Rover Evoque,"246 hp @ 5,500 RPM",58975,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 First Edition AWD,AWD,All-Wheel Drive,2020,39
120,SUV / Crossover,26,164,Gray,22/08/20,SILVER,280096675,-73.2587,https://static.cargurus.com/images/forsale/2020/08/22/23/29/2017_hyundai_tucson-pic-6077837270597733498-152x114.jpeg,,Hyundai,5 seats,30843,Tucson,"164 hp @ 6,200 RPM",15939,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,2.0L SE AWD,AWD,All-Wheel Drive,2017,43
121,SUV / Crossover,22,281,Black (Ebony),14/07/20,BLACK,276554019,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/16/47/2017_chevrolet_traverse-pic-5014645884281059158-152x114.jpeg,,Chevrolet,8 seats,24771,Traverse,"281 hp @ 6,300 RPM",23723,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,22
122,Coupe,33,248,Red,09/07/20,WHITE,276152210,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2017_bmw_2_series-pic-3323816727447329812-152x114.jpeg,,BMW,4 seats,24584,2 Series,"248 hp @ 5,200 RPM",23500,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,230i xDrive Coupe AWD,AWD,All-Wheel Drive,2017,19
123,SUV / Crossover,24,241,Black,02/09/20,BLACK,280993626,-73.8317,https://static.cargurus.com/images/forsale/2020/09/03/20/28/2015_jeep_grand_cherokee-pic-4521773707492557396-152x114.jpeg,,Jeep,5 seats,59754,Grand Cherokee,"360 hp @ 5,150 RPM",21500,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2015,20
124,Minivan,28,287,Black/Alloy,12/07/20,GRAY,276419742,-73.8317,https://static.cargurus.com/images/forsale/2020/07/18/04/43/2017_chrysler_pacifica-pic-246979116016166985-152x114.jpeg,,Chrysler,8 seats,32130,Pacifica,"287 hp @ 6,400 RPM",19500,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,Touring L FWD,FWD,Front-Wheel Drive,2017,44
125,SUV / Crossover,32,170,Black (charcoal),11/08/20,WHITE,278935762,-73.8317,https://static.cargurus.com/images/forsale/2020/08/23/04/36/2014_nissan_rogue-pic-8715299428121495474-152x114.jpeg,,Nissan,7 seats,49531,Rogue,"170 hp @ 6,000 RPM",11500,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,SV AWD,AWD,All-Wheel Drive,2014,18
126,SUV / Crossover,,246,Black (Ebony),11/10/19,WHITE,254868751,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/22/57/2020_land_rover_discovery_sport-pic-481170799346495334-152x114.jpeg,,Land Rover,7 seats,,Discovery Sport,"246 hp @ 5,500 RPM",59499,Land Rover San Juan,A,9-Speed Automatic Overdrive,S AWD,AWD,All-Wheel Drive,2020,78
127,SUV / Crossover,,355,Jet Black,10/01/20,GRAY,262789832,-73.2587,https://static.cargurus.com/images/forsale/2020/07/24/00/17/2018_chevrolet_suburban-pic-4115911793892097780-152x114.jpeg,,Chevrolet,8 seats,38003,Suburban,"355 hp @ 5,600 RPM",37924,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1500 LT 4WD,4WD,Four-Wheel Drive,2018,65
128,SUV / Crossover,26,172,dark slate gray,19/07/20,SILVER,277038005,-73.8317,https://static.cargurus.com/images/forsale/2020/07/22/23/16/2016_jeep_compass-pic-5371904219618384187-152x114.jpeg,,Jeep,5 seats,81834,Compass,"172 hp @ 6,000 RPM",10500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,High Altitude Edition 4WD,4WD,Four-Wheel Drive,2016,19
129,Sedan,,186,Black,20/06/19,WHITE,244110446,-66.1582,https://static.cargurus.com/images/forsale/2019/03/19/18/19/2019_mazda_mazda3-pic-9197907815749041716-152x114.jpeg,,Mazda,5 seats,26,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,19
130,SUV / Crossover,,246,Gray (Cloud/Ebony),12/01/20,GRAY,263037608,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-7818507715354694284-152x114.jpeg,,Land Rover,5 seats,40,Range Rover Evoque,"246 hp @ 5,500 RPM",59808,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 First Edition AWD,AWD,All-Wheel Drive,2020,59
