entry_number,body_type,listed_date,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
28,SUV / Crossover,06/04/19,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2019_jeep_renegade-pic-6462694978152775703-152x114.jpeg,,Jeep,5 seats,20,Renegade,"177 hp @ 5,750 RPM",27587,Flagship Chrysler,A,9-Speed Automatic Overdrive,Latitude 4WD,4WD,Four-Wheel Drive,2019,21
29,SUV / Crossover,01/07/20,https://static.cargurus.com/images/forsale/2020/07/19/10/04/2020_land_rover_discovery_sport-pic-7405811283458398912-152x114.jpeg,,Land Rover,7 seats,11,Discovery Sport,"246 hp @ 5,500 RPM",54540,Land Rover San Juan,A,9-Speed Automatic Overdrive,SE AWD,AWD,All-Wheel Drive,2020,49
30,SUV / Crossover,26/02/20,https://static.cargurus.com/images/forsale/2020/05/18/20/55/2020_land_rover_discovery-pic-6638373858528509864-152x114.jpeg,,Land Rover,7 seats,13,Discovery,"254 hp @ 3,750 RPM",68950,Land Rover San Juan,A,8-Speed Automatic Overdrive,Td6 SE AWD,AWD,All-Wheel Drive,2020,25
31,SUV / Crossover,01/07/20,https://static.cargurus.com/images/forsale/2020/07/18/23/23/2020_land_rover_range_rover_velar-pic-3759309829639380662-152x114.jpeg,,Land Rover,5 seats,10,Range Rover Velar,"247 hp @ 5,500 RPM",69040,Land Rover San Juan,A,8-Speed Automatic Overdrive,P250 R-Dynamic S AWD,AWD,All-Wheel Drive,2020,25
32,SUV / Crossover,30/03/19,https://static.cargurus.com/images/forsale/2018/12/20/17/24/2019_mazda_cx-5-pic-6765925977397527995-152x114.jpeg,,Mazda,5 seats,569,CX-5,"187 hp @ 6,000 RPM",28345,Flagship Chrysler,A,6-Speed Automatic Overdrive,Sport FWD,FWD,Front-Wheel Drive,2019,71
33,SUV / Crossover,25/04/20,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-5089641747786200529-152x114.jpeg,,Land Rover,5 seats,7,Range Rover Evoque,"246 hp @ 5,500 RPM",55525,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,62
34,SUV / Crossover,06/04/19,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2019_jeep_renegade-pic-2830268927331148744-152x114.jpeg,,Jeep,5 seats,7,Renegade,"177 hp @ 5,750 RPM",27587,Flagship Chrysler,A,9-Speed Automatic Overdrive,Latitude 4WD,4WD,Four-Wheel Drive,2019,73
35,SUV / Crossover,01/07/20,https://static.cargurus.com/images/forsale/2020/07/18/23/23/2020_land_rover_discovery-pic-2655104945433947160-152x114.jpeg,,Land Rover,7 seats,13,Discovery,"340 hp @ 6,500 RPM",69095,Land Rover San Juan,A,8-Speed Automatic Overdrive,V6 Landmark Edition,AWD,All-Wheel Drive,2020,71
36,SUV / Crossover,23/01/20,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery_sport-pic-6251027811582851321-152x114.jpeg,,Land Rover,7 seats,110,Discovery Sport,"246 hp @ 5,500 RPM",55750,Land Rover San Juan,A,9-Speed Automatic Overdrive,S R-Dynamic AWD,AWD,All-Wheel Drive,2020,67
37,Sedan,07/08/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_hyundai_elantra-pic-1077239699635227821-152x114.jpeg,,Hyundai,5 seats,30707,Elantra,"201 hp @ 6,000 RPM",13324,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Sport Sedan FWD,FWD,Front-Wheel Drive,2017,25
38,SUV / Crossover,21/10/19,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_velar-pic-7744266751204785775-152x114.jpeg,,Land Rover,5 seats,88,Range Rover Velar,"340 hp @ 6,500 RPM",70742,Land Rover San Juan,A,8-Speed Automatic Overdrive,P340 R-Dynamic S AWD,AWD,All-Wheel Drive,2020,29
39,Sedan,16/07/20,https://static.cargurus.com/images/forsale/2020/08/20/17/03/2018_chevrolet_malibu-pic-6861352828319733076-152x114.jpeg,,Chevrolet,5 seats,42394,Malibu,"160 hp @ 5,700 RPM",14639,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT FWD,FWD,Front-Wheel Drive,2018,53
40,SUV / Crossover,21/02/20,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery_sport-pic-1179517722679284753-152x114.jpeg,,Land Rover,7 seats,20,Discovery Sport,"246 hp @ 5,500 RPM",55925,Land Rover San Juan,A,9-Speed Automatic Overdrive,SE R-Dynamic AWD,AWD,All-Wheel Drive,2020,58
41,Coupe,04/08/20,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2018_lexus_rc_350-pic-1318251831596069079-152x114.jpeg,,Lexus,4 seats,62251,RC 350,"311 hp @ 6,600 RPM",32000,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,AWD,AWD,All-Wheel Drive,2018,63
42,SUV / Crossover,13/08/20,https://static.cargurus.com/images/forsale/2020/09/02/12/15/2018_chevrolet_traverse-pic-1073896713205882930-152x114.jpeg,,Chevrolet,8 seats,36410,Traverse,"310 hp @ 6,800 RPM",23723,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,LT Cloth FWD,FWD,Front-Wheel Drive,2018,57
43,SUV / Crossover,19/08/20,https://static.cargurus.com/images/forsale/2020/08/29/01/58/2017_jeep_renegade-pic-3141759912258599126-152x114.jpeg,,Jeep,5 seats,15778,Renegade,"180 hp @ 6,400 RPM",16200,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,Altitude 4WD,4WD,Four-Wheel Drive,2017,39
44,SUV / Crossover,30/03/19,https://static.cargurus.com/images/forsale/2018/07/27/06/39/2019_mazda_cx-3-pic-8834895861846305817-152x114.jpeg,,Mazda,5 seats,10,CX-3,"148 hp @ 6,000 RPM",29295,Flagship Chrysler,A,6-Speed Automatic Overdrive,Grand Touring FWD,FWD,Front-Wheel Drive,2019,54
45,SUV / Crossover,30/03/19,https://static.cargurus.com/images/forsale/2018/12/20/17/16/2019_mazda_cx-5-pic-6149742365160506354-152x114.jpeg,,Mazda,5 seats,16,CX-5,"187 hp @ 6,000 RPM",28345,Flagship Chrysler,A,6-Speed Automatic Overdrive,Sport FWD,FWD,Front-Wheel Drive,2019,66
46,SUV / Crossover,13/08/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_traverse-pic-1548155329756738494-152x114.jpeg,,Chevrolet,8 seats,36055,Traverse,"281 hp @ 6,300 RPM",22422,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,35
47,SUV / Crossover,12/01/20,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-3479432413959516847-152x114.jpeg,,Land Rover,5 seats,9,Range Rover Evoque,"246 hp @ 5,500 RPM",56478,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,50
48,SUV / Crossover,16/08/20,https://static.cargurus.com/images/forsale/2020/08/25/12/12/2018_jeep_grand_cherokee-pic-7336780092433167197-152x114.jpeg,,Jeep,5 seats,25745,Grand Cherokee,"295 hp @ 6,400 RPM",29424,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Altitude 4WD,4WD,Four-Wheel Drive,2018,74
49,SUV / Crossover,06/12/19,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_discovery_sport-pic-4460944892029826987-152x114.jpeg,,Land Rover,7 seats,,Discovery Sport,"246 hp @ 5,500 RPM",71499,Land Rover San Juan,A,9-Speed Automatic Overdrive,SE AWD,AWD,All-Wheel Drive,2020,43
50,SUV / Crossover,20/08/20,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2017_jeep_compass-pic-7984177525774713190-152x114.jpeg,,Jeep,5 seats,14607,Compass,"172 hp @ 6,000 RPM",17000,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,X High Altitude 4WD,4WD,Four-Wheel Drive,2017,69
51,Hatchback,19/08/20,https://static.cargurus.com/images/forsale/2020/08/27/23/26/2018_subaru_impreza-pic-7177352334902269377-152x114.jpeg,,Subaru,,19801,Impreza,,17300,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,2.0i Touring Wagon AWD,,,2018,52
52,Coupe,30/05/20,https://static.cargurus.com/images/forsale/2020/06/06/19/20/2020_hyundai_veloster-pic-4351025992194639066-152x114.jpeg,,Hyundai,4 seats,3073,Veloster,"147 hp @ 6,200 RPM",16900,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,2.0L Premium FWD,FWD,Front-Wheel Drive,2020,21
53,SUV / Crossover,11/10/19,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_discovery_sport-pic-6986406277091417751-152x114.jpeg,,Land Rover,5 seats,,Discovery Sport,"286 hp @ 5,500 RPM",75899,Land Rover San Juan,A,9-Speed Automatic Overdrive,HSE R-Dynamic AWD,AWD,All-Wheel Drive,2020,37
54,SUV / Crossover,05/08/20,https://static.cargurus.com/images/forsale/2020/09/01/18/49/2017_jeep_grand_cherokee-pic-5880059869711390235-152x114.jpeg,,Jeep,5 seats,16467,Grand Cherokee,"360 hp @ 5,150 RPM",25500,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,22
55,SUV / Crossover,30/07/20,https://static.cargurus.com/images/forsale/2020/08/25/12/12/2018_chevrolet_traverse-pic-635066360562112936-152x114.jpeg,,Chevrolet,8 seats,37536,Traverse,"310 hp @ 6,800 RPM",23939,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,LT Cloth FWD,FWD,Front-Wheel Drive,2018,38
56,SUV / Crossover,07/01/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_cadillac_xt4-pic-8761525800686358118-152x114.jpeg,,Cadillac,5 seats,6946,XT4,"237 hp @ 5,000 RPM",31339,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premium Luxury FWD,FWD,Front-Wheel Drive,2019,38
57,Sedan,20/08/20,https://static.cargurus.com/images/forsale/2020/08/29/01/58/2016_chrysler_200-pic-5140939613533126994-152x114.jpeg,,Chrysler,5 seats,25794,200,"295 hp @ 6,350 RPM",13000,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,Limited Sedan FWD,FWD,Front-Wheel Drive,2016,26
58,SUV / Crossover,19/08/20,https://static.cargurus.com/images/forsale/2020/08/21/19/21/2017_jeep_grand_cherokee-pic-3629196656640156746-152x114.jpeg,,Jeep,5 seats,44138,Grand Cherokee,"360 hp @ 5,150 RPM",25700,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,57
59,SUV / Crossover,25/04/20,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_discovery_sport-pic-9162449937010456674-152x114.jpeg,,Land Rover,7 seats,7,Discovery Sport,"246 hp @ 5,500 RPM",56515,Land Rover San Juan,A,9-Speed Automatic Overdrive,SE R-Dynamic AWD,AWD,All-Wheel Drive,2020,48
60,SUV / Crossover,23/04/19,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2019_jeep_renegade-pic-6176590250685945821-152x114.jpeg,,Jeep,5 seats,20,Renegade,"177 hp @ 5,750 RPM",31221,Flagship Chrysler,A,9-Speed Automatic Overdrive,Trailhawk 4WD,4WD,Four-Wheel Drive,2019,33
61,SUV / Crossover,18/06/20,https://static.cargurus.com/images/forsale/2020/08/20/14/28/2018_chevrolet_traverse-pic-1143088335696306031-152x114.jpeg,,Chevrolet,8 seats,29695,Traverse,"310 hp @ 6,800 RPM",26343,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,LT Cloth FWD,FWD,Front-Wheel Drive,2018,60
62,Sedan,09/09/20,https://d28oohqmlmgnr6.cloudfront.net/b7/68/30/18-9604-4951-8410-73f03196e8a8/image-1.jpg,,Chrysler,5 seats,57995,200,"283 hp @ 6,400 RPM",6500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,Touring Sedan FWD,FWD,Front-Wheel Drive,2013,45
63,SUV / Crossover,25/06/20,https://static.cargurus.com/images/forsale/2020/07/10/04/58/2017_chevrolet_equinox-pic-1969528780594646930-152x114.jpeg,,Chevrolet,5 seats,31232,Equinox,"182 hp @ 6,700 RPM",16224,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT FWD,FWD,Front-Wheel Drive,2017,60
64,SUV / Crossover,06/12/19,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-5904763114818888210-152x114.jpeg,,Land Rover,5 seats,8,Range Rover Evoque,"246 hp @ 5,500 RPM",56607,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,50
65,SUV / Crossover,24/08/20,https://cdn.inventoryrsc.com/103309900_5f58462d36526670b4015455.jpg?cargurus_image_modified_date=27DA16B5954175FC782FF9C0300C4A1C,,Jeep,5 seats,35392,Renegade,"180 hp @ 6,400 RPM",14849,Atlantic Chevrolet Cadillac,M,6-Speed Manual,Latitude 75th Anniversary 4WD,4WD,Four-Wheel Drive,2016,60
66,Sedan,20/06/19,https://static.cargurus.com/images/forsale/2019/03/15/06/24/2019_mazda_mazda3-pic-7763446454994743164-152x114.jpeg,,Mazda,5 seats,11,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,44
67,SUV / Crossover,06/03/20,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery-pic-5749805736119893504-152x114.jpeg,,Land Rover,7 seats,7,Discovery,"340 hp @ 6,500 RPM",76640,Land Rover San Juan,A,8-Speed Automatic Overdrive,V6 HSE Luxury AWD,AWD,All-Wheel Drive,2020,45
68,SUV / Crossover,21/02/20,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_range_rover_sport-pic-6945856213810173703-152x114.jpeg,,Land Rover,7 seats,10,Range Rover Sport,"355 hp @ 5,500 RPM",76430,Land Rover San Juan,A,8-Speed Automatic Overdrive,V6 SE 4WD,AWD,All-Wheel Drive,2020,37
69,SUV / Crossover,25/07/20,,,Jeep,5 seats,99933,Wrangler Unlimited,"285 hp @ 6,400 RPM",18700,Eastchester Chrysler Jeep Dodge Ram,A,5-Speed Automatic,Sport 4WD,4WD,Four-Wheel Drive,2014,36
70,SUV / Crossover,29/07/20,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2018_dodge_durango-pic-6531002876280279183-152x114.jpeg,,Dodge,7 seats,15732,Durango,"295 hp @ 6,400 RPM",27300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT AWD,AWD,All-Wheel Drive,2018,60
71,SUV / Crossover,29/08/20,https://static.cargurus.com/images/forsale/2020/09/01/20/20/2018_jeep_wrangler_unlimited-pic-4864895682321159510-152x114.jpeg,,Jeep,5 seats,24057,Wrangler Unlimited,"270 hp @ 5,250 RPM",39000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2018,48
72,Sedan,06/08/20,https://static.cargurus.com/images/forsale/2020/08/24/18/14/2017_mercedes-benz_cla-class-pic-6624767092706951625-152x114.jpeg,,Mercedes-Benz,5 seats,17935,CLA-Class,"208 hp @ 5,500 RPM",23000,Eastchester Chrysler Jeep Dodge Ram,A,7-Speed Automatic,CLA 250 4MATIC,AWD,All-Wheel Drive,2017,20
73,SUV / Crossover,10/06/20,https://cdn.inventoryrsc.com/96914252_5f57fef94f23e50413596300.jpg?cargurus_image_modified_date=275F3DC46174C02BBC335AA0CAA26664,,Chevrolet,5 seats,15289,Equinox,"170 hp @ 5,600 RPM",20879,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1.5T LT AWD,4WD,Four-Wheel Drive,2020,45
74,SUV / Crossover,24/06/20,https://static.cargurus.com/images/forsale/2020/08/05/01/35/2016_chevrolet_equinox-pic-6158791804526195442-152x114.jpeg,,Chevrolet,5 seats,35363,Equinox,"182 hp @ 6,700 RPM",13823,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT FWD,FWD,Front-Wheel Drive,2016,61
75,SUV / Crossover,23/01/20,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-4633674358197342799-152x114.jpeg,,Land Rover,5 seats,9,Range Rover Evoque,"246 hp @ 5,500 RPM",56885,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,43
76,Sedan,20/08/20,https://d28oohqmlmgnr6.cloudfront.net/71/68/fa/78-6874-469e-9518-98c91e572474/image-1.jpg,,Dodge,5 seats,13317,Charger,"300 hp @ 6,350 RPM",26500,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT RWD,RWD,Rear-Wheel Drive,2019,80
77,SUV / Crossover,01/07/20,https://static.cargurus.com/images/forsale/2020/07/19/01/27/2020_land_rover_discovery_sport-pic-6065326744295255078-152x114.jpeg,,Land Rover,7 seats,13,Discovery Sport,"246 hp @ 5,500 RPM",56635,Land Rover San Juan,A,9-Speed Automatic Overdrive,SE R-Dynamic AWD,AWD,All-Wheel Drive,2020,19
78,SUV / Crossover,17/06/20,https://static.cargurus.com/images/forsale/2020/08/29/20/47/2015_chevrolet_equinox-pic-2570255332868451459-152x114.jpeg,,Chevrolet,5 seats,61421,Equinox,"301 hp @ 6,500 RPM",12979,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1LT AWD,AWD,All-Wheel Drive,2015,34
79,SUV / Crossover,16/08/20,https://static.cargurus.com/images/forsale/2020/08/28/12/21/2016_jeep_compass-pic-8778228317077736845-152x114.jpeg,,Jeep,5 seats,53743,Compass,"172 hp @ 6,000 RPM",13959,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,High Altitude Edition 4WD,4WD,Four-Wheel Drive,2016,64
80,SUV / Crossover,21/10/19,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-4921820303412393033-152x114.jpeg,,Land Rover,5 seats,62,Range Rover Evoque,"246 hp @ 5,500 RPM",76799,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,78
81,Sedan,20/06/19,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-2527906968295894598-152x114.jpeg,,Mazda,5 seats,21,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,37
82,Pickup Truck,12/08/20,https://static.cargurus.com/images/forsale/2020/09/05/07/27/2018_chevrolet_silverado_1500-pic-9013141169309034758-152x114.jpeg,,Chevrolet,6 seats,12916,Silverado 1500,"355 hp @ 5,600 RPM",34224,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2018,79
83,SUV / Crossover,18/08/20,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2012_jeep_wrangler_unlimited-pic-5398424201888374158-152x114.jpeg,,Jeep,5 seats,95997,Wrangler Unlimited,"285 hp @ 6,400 RPM",23300,Eastchester Chrysler Jeep Dodge Ram,A,5-Speed Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2012,32
84,SUV / Crossover,04/11/19,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-3390649764648572002-152x114.jpeg,,Land Rover,5 seats,,Range Rover Evoque,"246 hp @ 5,500 RPM",76799,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,20
85,SUV / Crossover,03/09/20,https://static.cargurus.com/images/forsale/2020/09/03/20/52/2011_nissan_rogue-pic-44894569907307238-152x114.jpeg,,Nissan,5 seats,91737,Rogue,"170 hp @ 6,000 RPM",7200,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,S AWD,AWD,All-Wheel Drive,2011,43
86,SUV / Crossover,23/08/20,https://static.cargurus.com/images/forsale/2020/08/28/06/13/2017_jeep_grand_cherokee-pic-8217256873939140552-152x114.jpeg,,Jeep,5 seats,31273,Grand Cherokee,"295 hp @ 6,400 RPM",23300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2017,64
87,SUV / Crossover,20/06/20,https://static.cargurus.com/images/forsale/2020/07/17/04/57/2017_chevrolet_traverse-pic-7166283492867136852-152x114.jpeg,,Chevrolet,8 seats,68281,Traverse,"281 hp @ 6,300 RPM",16700,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,36
88,Sedan,20/06/19,https://static.cargurus.com/images/forsale/2019/03/19/18/19/2019_mazda_mazda3-pic-9197907815749041716-152x114.jpeg,,Mazda,5 seats,20,MAZDA3,"186 hp @ 6,000 RPM",32195,Flagship Chrysler,A,6-Speed Automatic Overdrive,Premium Sedan FWD,FWD,Front-Wheel Drive,2019,72
89,SUV / Crossover,05/08/20,https://static.cargurus.com/images/forsale/2020/08/22/22/57/2017_jeep_grand_cherokee-pic-5058380652807991133-152x114.jpeg,,Jeep,5 seats,29191,Grand Cherokee,"360 hp @ 5,150 RPM",25000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,74
90,SUV / Crossover,11/01/20,https://static.cargurus.com/images/forsale/2020/05/15/20/26/2020_land_rover_range_rover_evoque-pic-4254006288878861387-152x114.jpeg,,Land Rover,5 seats,8,Range Rover Evoque,"246 hp @ 5,500 RPM",57282,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,20
91,Sedan,04/06/20,https://static.cargurus.com/images/forsale/2020/07/17/04/57/2017_honda_civic-pic-2366473159185776725-152x114.jpeg,,Honda,5 seats,32894,Civic,"158 hp @ 6,500 RPM",14400,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,LX,FWD,Front-Wheel Drive,2017,63
92,SUV / Crossover,16/08/20,https://static.cargurus.com/images/forsale/2020/08/25/12/12/2015_jeep_renegade-pic-8839135868739973170-152x114.jpeg,,Jeep,5 seats,48522,Renegade,"180 hp @ 6,400 RPM",12924,Atlantic Chevrolet Cadillac,M,6-Speed Manual,Latitude 4WD,4WD,Four-Wheel Drive,2015,20
93,Sedan,25/06/20,https://static.cargurus.com/images/forsale/2020/08/20/14/57/2018_chevrolet_malibu-pic-2685047469860160478-152x114.jpeg,,Chevrolet,5 seats,61981,Malibu,"160 hp @ 5,700 RPM",14359,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT FWD,FWD,Front-Wheel Drive,2018,28
94,SUV / Crossover,28/08/20,https://static.cargurus.com/images/forsale/2020/09/05/12/17/2017_lexus_rx_350-pic-4651961003253102709-152x114.jpeg,,Lexus,5 seats,24021,RX 350,"295 hp @ 6,300 RPM",34949,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,AWD,AWD,All-Wheel Drive,2017,74
95,SUV / Crossover,21/08/20,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2016_mercedes-benz_glc-class-pic-1701407026833711931-152x114.jpeg,,Mercedes-Benz,5 seats,81807,GLC-Class,"241 hp @ 5,550 RPM",22000,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,GLC 300 4MATIC,AWD,All-Wheel Drive,2016,52
96,SUV / Crossover,01/07/20,https://static.cargurus.com/images/forsale/2020/07/18/23/23/2020_land_rover_range_rover_evoque-pic-5728790943803743547-152x114.jpeg,,Land Rover,5 seats,11,Range Rover Evoque,"246 hp @ 5,500 RPM",57535,Land Rover San Juan,A,9-Speed Automatic Overdrive,P250 SE AWD,AWD,All-Wheel Drive,2020,25
97,SUV / Crossover,24/06/20,https://static.cargurus.com/images/forsale/2020/09/05/01/59/2017_chevrolet_traverse-pic-4813503504770895483-152x114.jpeg,,Chevrolet,8 seats,58971,Traverse,"281 hp @ 6,300 RPM",18959,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,56
98,SUV / Crossover,01/07/20,https://static.cargurus.com/images/forsale/2020/07/18/23/23/2020_land_rover_range_rover_velar-pic-754062880863279925-152x114.jpeg,,Land Rover,5 seats,11,Range Rover Velar,"340 hp @ 6,500 RPM",77270,Land Rover San Juan,A,8-Speed Automatic Overdrive,P340 R-Dynamic S AWD,AWD,All-Wheel Drive,2020,50
99,Sedan,20/08/20,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2018_dodge_charger-pic-1576312232333458586-152x114.jpeg,,Dodge,5 seats,19652,Charger,"707 hp @ 6,200 RPM",57000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,SRT Hellcat RWD,RWD,Rear-Wheel Drive,2018,28
